ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7701EW0037,Count,Person,"Gyrru car neu fan, 5km i lai na 10km"
WP7701EW0038,Count,Person,"Gyrru car neu fan, 10km i lai nag 20km"
WP7701EW0039,Count,Person,"Gyrru car neu fan, 20km i lai na 30km"
WP7701EW0040,Count,Person,"Gyrru car neu fan, 30km i lai na 40km"
WP7701EW0041,Count,Person,"Gyrru car neu fan, 40km i lai na 60km"
WP7701EW0042,Count,Person,"Gyrru car neu fan, 60km a throsodd"
WP7701EW0043,Count,Person,"Gyrru car neu fan, Gweithio’n bennaf gartref neu o’r cartref"
WP7701EW0044,Count,Person,"Gyrru car neu fan, Dim gweithle penodol"
WP7701EW0045,Count,Person,"Beic, Pob categori: Pellter teithio i'r gwaith"
WP7701EW0046,Count,Person,"Beic, Llai na 2km"
WP7701EW0047,Count,Person,"Beic, 2km i lai na 5km"
WP7701EW0048,Count,Person,"Beic, 5km i lai na 10km"
WP7701EW0049,Count,Person,"Beic, 10km i lai nag 20km"
WP7701EW0050,Count,Person,"Beic, 20km i lai na 30km"
WP7701EW0051,Count,Person,"Beic, 30km i lai na 40km"
WP7701EW0052,Count,Person,"Beic, 40km i lai na 60km"
WP7701EW0053,Count,Person,"Beic, 60km a throsodd"
WP7701EW0054,Count,Person,"Beic, Gweithio’n bennaf gartref neu o’r cartref"
WP7701EW0055,Count,Person,"Beic, Dim gweithle penodol"
WP7701EW0056,Count,Person,"Cerdded, Pob categori: Pellter teithio i'r gwaith"
WP7701EW0057,Count,Person,"Cerdded, Llai na 2km"
WP7701EW0058,Count,Person,"Cerdded, 2km i lai na 5km"
WP7701EW0059,Count,Person,"Cerdded, 5km i lai na 10km"
WP7701EW0060,Count,Person,"Cerdded, 10km i lai nag 20km"
WP7701EW0061,Count,Person,"Cerdded, 20km i lai na 30km"
WP7701EW0062,Count,Person,"Cerdded, 30km i lai na 40km"
WP7701EW0063,Count,Person,"Cerdded, 40km i lai na 60km"
WP7701EW0064,Count,Person,"Cerdded, 60km a throsodd"
WP7701EW0065,Count,Person,"Cerdded, Gweithio’n bennaf gartref neu o’r cartref"
WP7701EW0066,Count,Person,"Cerdded, Dim gweithle penodol"
WP7701EW0067,Count,Person,"Pob dull arall o deithio i’r gwaith, Pob categori: Pellter teithio i'r gwaith"
WP7701EW0068,Count,Person,"Pob dull arall o deithio i’r gwaith, Llai na 2km"
WP7701EW0069,Count,Person,"Pob dull arall o deithio i’r gwaith, 2km i lai na 5km"
WP7701EW0070,Count,Person,"Pob dull arall o deithio i’r gwaith, 5km i lai na 10km"
WP7701EW0071,Count,Person,"Pob dull arall o deithio i’r gwaith, 10km i lai nag 20km"
WP7701EW0072,Count,Person,"Pob dull arall o deithio i’r gwaith, 20km i lai na 30km"
WP7701EW0073,Count,Person,"Pob dull arall o deithio i’r gwaith, 30km i lai na 40km"
WP7701EW0074,Count,Person,"Pob dull arall o deithio i’r gwaith, 40km i lai na 60km"
WP7701EW0075,Count,Person,"Pob dull arall o deithio i’r gwaith, 60km a throsodd"
WP7701EW0076,Count,Person,"Pob dull arall o deithio i’r gwaith, Gweithio’n bennaf gartref neu o’r cartref"
WP7701EW0077,Count,Person,"Pob dull arall o deithio i’r gwaith, Dim gweithle penodol"
