ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP6503EW0030,Count,Person,"G Wholesale and retail trade; repair of motor vehicles and motor cycles, No qualifications"
WP6503EW0031,Count,Person,"G Wholesale and retail trade; repair of motor vehicles and motor cycles, Level 1 qualifications"
WP6503EW0032,Count,Person,"G Wholesale and retail trade; repair of motor vehicles and motor cycles, Level 2 qualifications"
WP6503EW0033,Count,Person,"G Wholesale and retail trade; repair of motor vehicles and motor cycles, Level 3 qualifications"
WP6503EW0034,Count,Person,"G Wholesale and retail trade; repair of motor vehicles and motor cycles, Level 4 qualifications and above"
WP6503EW0035,Count,Person,"G Wholesale and retail trade; repair of motor vehicles and motor cycles, Apprenticeships and other qualifications"
WP6503EW0036,Count,Person,"H Transport and storage, All categories: Highest level of qualification"
WP6503EW0037,Count,Person,"H Transport and storage, No qualifications"
WP6503EW0038,Count,Person,"H Transport and storage, Level 1 qualifications"
WP6503EW0039,Count,Person,"H Transport and storage, Level 2 qualifications"
WP6503EW0040,Count,Person,"H Transport and storage, Level 3 qualifications"
WP6503EW0041,Count,Person,"H Transport and storage, Level 4 qualifications and above"
WP6503EW0042,Count,Person,"H Transport and storage, Apprenticeships and other qualifications"
WP6503EW0043,Count,Person,"I Accommodation and food service activities, All categories: Highest level of qualification"
WP6503EW0044,Count,Person,"I Accommodation and food service activities, No qualifications"
WP6503EW0045,Count,Person,"I Accommodation and food service activities, Level 1 qualifications"
WP6503EW0046,Count,Person,"I Accommodation and food service activities, Level 2 qualifications"
WP6503EW0047,Count,Person,"I Accommodation and food service activities, Level 3 qualifications"
WP6503EW0048,Count,Person,"I Accommodation and food service activities, Level 4 qualifications and above"
WP6503EW0049,Count,Person,"I Accommodation and food service activities, Apprenticeships and other qualifications"
WP6503EW0050,Count,Person,"J Information and communication, All categories: Highest level of qualification"
WP6503EW0051,Count,Person,"J Information and communication, No qualifications"
WP6503EW0052,Count,Person,"J Information and communication, Level 1 qualifications"
WP6503EW0053,Count,Person,"J Information and communication, Level 2 qualifications"
WP6503EW0054,Count,Person,"J Information and communication, Level 3 qualifications"
WP6503EW0055,Count,Person,"J Information and communication, Level 4 qualifications and above"
WP6503EW0056,Count,Person,"J Information and communication, Apprenticeships and other qualifications"
WP6503EW0057,Count,Person,"K Financial and insurance activities, All categories: Highest level of qualification"
WP6503EW0058,Count,Person,"K Financial and insurance activities, No qualifications"
WP6503EW0059,Count,Person,"K Financial and insurance activities, Level 1 qualifications"
WP6503EW0060,Count,Person,"K Financial and insurance activities, Level 2 qualifications"
WP6503EW0061,Count,Person,"K Financial and insurance activities, Level 3 qualifications"
WP6503EW0062,Count,Person,"K Financial and insurance activities, Level 4 qualifications and above"
WP6503EW0063,Count,Person,"K Financial and insurance activities, Apprenticeships and other qualifications"
WP6503EW0064,Count,Person,"L Real estate activities, All categories: Highest level of qualification"
WP6503EW0065,Count,Person,"L Real estate activities, No qualifications"
WP6503EW0066,Count,Person,"L Real estate activities, Level 1 qualifications"
WP6503EW0067,Count,Person,"L Real estate activities, Level 2 qualifications"
WP6503EW0068,Count,Person,"L Real estate activities, Level 3 qualifications"
WP6503EW0069,Count,Person,"L Real estate activities, Level 4 qualifications and above"
WP6503EW0070,Count,Person,"L Real estate activities, Apprenticeships and other qualifications"
WP6503EW0071,Count,Person,"M Professional, scientific and technical activities, All categories: Highest level of qualification"
WP6503EW0072,Count,Person,"M Professional, scientific and technical activities, No qualifications"
WP6503EW0073,Count,Person,"M Professional, scientific and technical activities, Level 1 qualifications"
WP6503EW0074,Count,Person,"M Professional, scientific and technical activities, Level 2 qualifications"
WP6503EW0075,Count,Person,"M Professional, scientific and technical activities, Level 3 qualifications"
WP6503EW0076,Count,Person,"M Professional, scientific and technical activities, Level 4 qualifications and above"
WP6503EW0077,Count,Person,"M Professional, scientific and technical activities, Apprenticeships and other qualifications"
WP6503EW0078,Count,Person,"N Administrative and support service activities, All categories: Highest level of qualification"
WP6503EW0079,Count,Person,"N Administrative and support service activities, No qualifications"
WP6503EW0080,Count,Person,"N Administrative and support service activities, Level 1 qualifications"
WP6503EW0081,Count,Person,"N Administrative and support service activities, Level 2 qualifications"
WP6503EW0082,Count,Person,"N Administrative and support service activities, Level 3 qualifications"
WP6503EW0083,Count,Person,"N Administrative and support service activities, Level 4 qualifications and above"
WP6503EW0084,Count,Person,"N Administrative and support service activities, Apprenticeships and other qualifications"
WP6503EW0085,Count,Person,"O Public administration and defence; compulsory social security, All categories: Highest level of qualification"
WP6503EW0086,Count,Person,"O Public administration and defence; compulsory social security, No qualifications"
WP6503EW0087,Count,Person,"O Public administration and defence; compulsory social security, Level 1 qualifications"
WP6503EW0088,Count,Person,"O Public administration and defence; compulsory social security, Level 2 qualifications"
WP6503EW0089,Count,Person,"O Public administration and defence; compulsory social security, Level 3 qualifications"
WP6503EW0090,Count,Person,"O Public administration and defence; compulsory social security, Level 4 qualifications and above"
WP6503EW0091,Count,Person,"O Public administration and defence; compulsory social security, Apprenticeships and other qualifications"
WP6503EW0092,Count,Person,"P Education, All categories: Highest level of qualification"
WP6503EW0093,Count,Person,"P Education, No qualifications"
WP6503EW0094,Count,Person,"P Education, Level 1 qualifications"
WP6503EW0095,Count,Person,"P Education, Level 2 qualifications"
WP6503EW0096,Count,Person,"P Education, Level 3 qualifications"
WP6503EW0097,Count,Person,"P Education, Level 4 qualifications and above"
WP6503EW0098,Count,Person,"P Education, Apprenticeships and other qualifications"
WP6503EW0099,Count,Person,"Q Human health and social work activities, All categories: Highest level of qualification"
WP6503EW0100,Count,Person,"Q Human health and social work activities, No qualifications"
WP6503EW0101,Count,Person,"Q Human health and social work activities, Level 1 qualifications"
WP6503EW0102,Count,Person,"Q Human health and social work activities, Level 2 qualifications"
WP6503EW0103,Count,Person,"Q Human health and social work activities, Level 3 qualifications"
WP6503EW0104,Count,Person,"Q Human health and social work activities, Level 4 qualifications and above"
WP6503EW0105,Count,Person,"Q Human health and social work activities, Apprenticeships and other qualifications"
WP6503EW0106,Count,Person,"R, S, T, U Other, All categories: Highest level of qualification"
WP6503EW0107,Count,Person,"R, S, T, U Other, No qualifications"
WP6503EW0108,Count,Person,"R, S, T, U Other, Level 1 qualifications"
WP6503EW0109,Count,Person,"R, S, T, U Other, Level 2 qualifications"
WP6503EW0110,Count,Person,"R, S, T, U Other, Level 3 qualifications"
WP6503EW0111,Count,Person,"R, S, T, U Other, Level 4 qualifications and above"
WP6503EW0112,Count,Person,"R, S, T, U Other, Apprenticeships and other qualifications"
